epoch,knn_acc,kmeans_ari,kmeans_nmi,linear_acc
0,0.7481296758104738,0.03318988218277937,0.11822021051593194,0.6689930209371885
5,0.7391521197007481,0.04935625814184398,0.16652523313059212,0.6859421734795613
10,0.7546134663341646,0.03531748587524308,0.1690644262439333,0.7198404785643071
15,0.7620947630922693,0.0836782659881587,0.20211035791442675,0.7238285144566301
20,0.7700748129675811,0.09363536116360795,0.19881343763464565,0.7278165503489531
25,0.7610972568578553,0.09321399064355029,0.20126350486079128,0.7347956131605184
30,0.7775561097256858,0.1582598911293569,0.21071277310395758,0.7387836490528414
