epoch,knn_acc,kmeans_ari,kmeans_nmi,linear_acc
0,0.7486284289276808,0.07240636711349648,0.14023688557774222,0.6849451645064806
5,0.7491271820448878,0.072237747515994,0.13997027422271832,0.7068793619142573
10,0.7486284289276808,0.072237747515994,0.13997027422271832,0.6879361914257228
15,0.7486284289276808,0.07248502555941286,0.1401292107583092,0.7088733798604188
20,0.7491271820448878,0.07251894417496618,0.14012584743246734,0.7018943170488534
25,0.7491271820448878,0.0724136801154765,0.14007391212250825,0.6979062811565304
30,0.7491271820448878,0.07251894417496618,0.14012584743246734,0.707876370887338
