epoch,knn_acc,kmeans_ari,kmeans_nmi,linear_acc
0,0.7496259351620947,0.07213032710359459,0.13991781996945768,0.6959122632103689
5,0.7286783042394015,0.10945103401936253,0.19841315179018817,0.6879361914257228
10,0.7645885286783043,0.1099630946441079,0.2278369281351436,0.7218344965104686
15,0.7541147132169576,0.11231592103102964,0.2176598358416824,0.7248255234297108
20,0.7620947630922693,0.10379456604619508,0.21594614356846895,0.7407776669990029
25,0.771571072319202,0.05643380029645275,0.21688419523270552,0.7347956131605184
30,0.7685785536159601,0.046610242971470796,0.21552672091220917,0.7497507477567298
