epoch,knn_acc,kmeans_ari,kmeans_nmi,linear_acc
0,0.5377677564825254,0.06621824951004347,0.14527938459954765,0.41262683201803835
5,0.3827508455467869,0.04003762710192942,0.09128172033189297,0.1600901916572717
10,0.3855693348365276,0.06549434679355945,0.13592681342533297,0.24464487034949267
15,0.43122886133032695,0.10105694619822664,0.17530335080076903,0.33258173618940245
20,0.44250281848928974,0.10642198108595748,0.19672710404219235,0.3788049605411499
25,0.4509582863585118,0.11470001471215775,0.21414551138770482,0.3765501691093574
30,0.4616685456595265,0.11340674887697114,0.213395456845576,0.3765501691093574
